"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Africa Eastern and Southern","AFE","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","0.441427567004056","0.445628049022179","0.438696095540709","0.645917435583368","1.27651962659879","1.45888978557541","1.49584239804555","1.375565290238","1.30371731594174","1.26863042384805","1.82972247150862","2.16761970909044","1.38274498149591","1.35826046746668","2.33590246968959","1.4865034020184","1.34309551765634","1.45685536499956","1.96798659600963","2.28002828915244","0.903442112148584","0.79249490633578","0.643800959718983","1.11811754037288","1.59349073010409","1.88282891461302","1.54580410098409","0.842613721070673","1.19182644541968","2.36597677027837","2.24476992275885","2.1183481633521","1.73939282621959","3.67203813009711","4.63388418206979","5.36635744200732","5.97488312850765","9.6634001830664","3.90236405284966","5.33410880940889","6.20990087508179","5.01434678997409","4.55179992461259","3.57675966642022","1.47812763143909","1.38546356677583","2.15946432347329","2.82297316433956","2.30112406403673","",
"Afghanistan","AFG","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","0.0065299033738693","0.0113332691887046","0.0152249807356597","0.0493474313718884","0.176229175324873","0.436640865219153","0.627916181709299","0.690483605536063","0.49517000449018","1.01423187226662","1.06053852345116","0.843434544977814","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0399235640737847","0.0657441270341019","0.148967203190113","0.17210121352778","0.07244592736208","0.0688403914855359","0.0484751180661436","0.0710607318898117","0.112632138704474","0.152402080205394","0.105872208745006","",
"Africa Western and Central","AFW","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","0.170597882181609","4.01483641931478E-05","0.907537665576344","15.3046445151331","10.2765404752395","9.98812178143613","11.4187685212395","7.82844830290834","19.8032621104456","11.908593842761","1.96268899467528","0.881125728502574","2.37618371080561","5.04662582708658","5.64109912644472","2.0127892763182","4.17823773065684","3.29665679561","8.34093393161926","9.59760594108402","5.44099996118102","6.49499241365274","7.42001105585356","6.17288989531531","5.89482118806887","7.25442721954631","6.28491255981514","2.27072422694843","3.96322152263103","9.0406237129129","5.23849673718631","3.71162225830824","3.99924562029626","6.76965291150318","8.88564252188814","9.32374354061563","7.96633804101204","9.38432263996092","5.02272308539411","7.31144985362415","9.58533232691986","8.18045945390782","5.98450374992493","4.81710613195169","1.8248304713308","1.45114971484347","2.89300364327614","4.33175506831928","3.79103276698344","",
"Angola","AGO","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","10.8493663215948","5.37556882313673","15.1733655527057","15.8715424994898","18.4375899117129","26.7040981860265","14.2643885124487","56.8339569801492","47.4307650041372","64.7943686268646","36.1697324698954","44.3317068734116","33.0533628296473","14.5652472655268","35.3038881892385","45.2609416494141","29.5550944538232","18.7896403139406","15.72212087609","29.9846846292045","36.2499462420082","35.5573959689671","39.4540819177872","51.5989100398486","25.8398082223196","34.6627001308352","34.4907782586102","30.3441687953925","25.5839315724693","19.5792838821887","8.49859805049734","8.39024182311652","13.2986402637319","22.4068903400644","21.1434967342506","",
"Albania","ALB","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","11.8367493106465","11.8109009218973","4.65767788472496","7.24177993285324","4.62250078722927","7.03010248269642","6.08491484645227","2.9691980733789","2.33431230021839","1.17037028166995","0.667815141479738","0.501384092573292","0.482396546341358","0.504605596158696","0.060336440346468","0.133279856981412","0.292709162313122","0.214370389215214","0.229340574757047","0.230806806948777","0.243493132534378","0.340275153190435","0.392700049566955","0.244361903201673","0.273354431701717","0.134603126735472","0.612389737993312","1.51759685670669","1.76098679691698","1.62793673984223","1.87969499468358","0.904080088289314","0.812984185587486","0.714475141350301","0.955543416725518","0.826981739960932","",
"Andorra","AND","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","5.23089394104175","5.82497930499041","7.71887793448175","10.6416864324766","22.8483338911311","15.5642786671388","17.3004445972428","17.4643547807615","14.9593626366652","30.1224646925828","26.0500544140066","18.5485386060158","10.0811394653539","8.89883670788209","8.93192934378721","7.64798511126493","5.03970053558928","6.70414649329835","5.99921491525795","8.6004037727645","7.83290082624825","8.23075260274219","8.40737065319727","8.11589881626431","7.35982828168188","7.69810298569674","8.9619690952531","7.78855367039852","5.13943885801391","6.82119662067191","10.1411954156489","7.78573860274154","7.77116425345846","9.2446859815506","10.8234024655706","13.75114573256","13.5955924413635","12.006139356144","13.8071036966424","8.63012450743937","10.3000314643648","12.9009199317803","12.4436367987619","11.2104871796828","9.92688674835878","5.95536884528316","4.96707620016316","6.27715271599549","8.16131656664761","7.11488296512765","",
"United Arab Emirates","ARE","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.70206067007183","3.43131975048056","3.06510667595646","3.99544049954768","4.89785034832403","6.11885706735555","6.36193535057426","5.70432710086941","7.45023114896151","4.59577311848501","5.520675374316","8.03565977742847","8.34951067834886","7.43260939010289","6.77778441834693","4.07218795110085","3.38966422475461","3.98584940567295","5.14811302607398","5.32870096375969","",
"Argentina","ARG","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","0.212233848720718","0.302691920765949","0.349736887617687","0.358264331473855","1.30911061113678","1.62479514640044","1.84414766915308","1.59568640851691","1.79866314298557","4.04747838599045","4.79479184138996","4.1653334287674","2.55626129315394","2.61884675174469","3.25372110697461","2.71904129845651","0.936283552865328","1.39068428450202","0.985820873664906","2.63528925871727","2.09382725457414","0.907666490088795","0.890918234645492","0.894884074207776","0.826428523569218","0.997499312165119","1.3177200069666","1.18805376596473","0.641503315831965","1.08689518253782","1.88959833924189","1.61014304483642","4.76953351286401","4.2199519119684","4.42840555577142","5.32859838843577","4.77770398464977","3.84061789954587","3.99716813972918","2.30296316289761","2.30766330852685","2.626212817577","2.44242720902784","2.24290458579069","2.00121218682217","0.755970306847957","0.572897891814508","0.764455891427297","1.50714242219711","1.59112508171221","",
