Country_Name,Country_Code,R,P_Value,correlation,Significant
Pakistan,PAK,-0.36998405717846866,0.04049407343379329,NEG,True
Panama,PAN,0.8449999546253908,2.2461991857549172e-09,POS,True
Paraguay,PRY,,,NO,False
Peru,PER,0.1673980733760244,0.3680635877484093,POS,False
Philippines,PHL,0.8481614394405321,1.7020585856861654e-09,POS,True
Poland,POL,0.515734216206289,0.002982501458433108,POS,True
Portugal,PRT,0.07769845395017931,0.6778065759602843,POS,False
Qatar,QAT,,,NO,False
Romania,ROU,0.07742485227131687,0.6788809055696183,POS,False
Russian Federation,RUS,-0.5864326582145559,0.0005261951020697817,NEG,True
Senegal,SEN,,,NO,False
Serbia,SRB,-0.010174492687509116,0.9566782126277921,NEG,False
Singapore,SGP,0.7282470080443693,3.4186889168687183e-06,POS,True
Slovak Republic,SVK,0.9378862294200749,7.251608952338161e-15,POS,True
Slovenia,SVN,0.3949668951800768,0.027878245677191032,POS,True
South Africa,ZAF,-0.1345057405844754,0.47065776848824087,NEG,False
Spain,ESP,-0.24740644746416351,0.17963994368518785,NEG,False
Sri Lanka,LKA,0.8604661018187995,5.430585115985135e-10,POS,True
Suriname,SUR,,,NO,False
Sweden,SWE,0.8571002605324399,7.500739546466814e-10,POS,True
Switzerland,CHE,0.12018750598334103,0.5195641202879436,POS,False
Syrian Arab Republic,SYR,,,NO,False
Tajikistan,TJK,0.4630601932409922,0.008708547592246235,POS,True
Tanzania,TZA,-0.6500969630868606,7.545144566562153e-05,NEG,True
Thailand,THA,-0.35813419088397735,0.04790216581045393,NEG,True
Togo,TGO,,,NO,False
Trinidad and Tobago,TTO,,,NO,False
Tunisia,TUN,,,NO,False
Turkey,TUR,-0.45905786696906203,0.009385544215860254,NEG,True
Turkmenistan,TKM,,,NO,False
Ukraine,UKR,0.282703770223729,0.12332352260805568,POS,False
United Arab Emirates,ARE,,,NO,False
United Kingdom,GBR,0.7056536372001299,9.24886323419016e-06,POS,True
United States,USA,0.5231800554266864,0.002527730217526831,POS,True
Uruguay,URY,,,NO,False
Uzbekistan,UZB,0.043850571688026634,0.8148072155092368,POS,False
"Venezuela, RB",VEN,,,NO,False
Vietnam,VNM,0.8727737953223285,1.54600137682276e-10,POS,True
World,WLD,0.7647838741109564,5.461326357982459e-07,POS,True
"Yemen, Rep.",YEM,,,NO,False
Zambia,ZMB,-0.43514511061317335,0.014424063791038437,NEG,True
Zimbabwe,ZWE,0.8487221637717396,1.6192871728118248e-09,POS,True
