Country_Name,Country_Code,R,P_Value,correlation,Significant
Afghanistan,AFG,-0.4071738820421241,0.023001661604827937,NEG,True
Albania,ALB,-0.38797292970145575,0.03103269213270503,NEG,True
Algeria,DZA,0.345386285471748,0.05703574270511139,POS,False
Andorra,AND,0.4669837656109132,0.008085436870065285,POS,True
Angola,AGO,-0.24153274591206292,0.1905294329557511,NEG,False
Argentina,ARG,0.20288758593586628,0.273673085167982,POS,False
Armenia,ARM,-0.0945296863974656,0.6129791574578655,NEG,False
Australia,AUS,-0.8208442417036709,1.555917447475747e-08,NEG,True
Austria,AUT,0.3463597840906836,0.056293193164618574,POS,False
Azerbaijan,AZE,0.11779075321231858,0.5279860888141331,POS,False
"Bahamas, The",BHS,-0.36347380618528297,0.04444078238437575,NEG,True
Bahrain,BHR,0.07464540383021165,0.6898294665400975,POS,False
Bangladesh,BGD,-0.8708544323634051,1.8963729321572665e-10,NEG,True
Barbados,BRB,-0.06828884799041313,0.7150978976316388,NEG,False
Belarus,BLR,-0.14912402698510482,0.42332895430624884,NEG,False
Belgium,BEL,-0.0336814497875772,0.8572509035687181,NEG,False
Belize,BLZ,0.01785157921305713,0.9240635971899432,POS,False
Benin,BEN,0.6107649922858054,0.00026305455488074674,POS,True
Bhutan,BTN,-0.580126831842988,0.0006242385364122109,NEG,True
Bolivia,BOL,-0.47007646926739116,0.007621294967419465,NEG,True
Bosnia and Herzegovina,BIH,0.6873446729942112,1.9419016148219245e-05,POS,True
Botswana,BWA,-0.5965236422489455,0.00039737100644160657,NEG,True
Brazil,BRA,0.7488102460941941,1.264821673575347e-06,POS,True
Brunei Darussalam,BRN,0.5532354021317113,0.0012461901921150176,POS,True
Bulgaria,BGR,0.2538264025311543,0.16824730276669864,POS,False
Burkina Faso,BFA,-0.6896352250563149,1.774968187416316e-05,NEG,True
Burundi,BDI,0.010477115228720524,0.9553909357876578,POS,False
Cabo Verde,CPV,0.8633474529284847,4.091297136210584e-10,POS,True
Cambodia,KHM,0.8654841296791951,3.302567612527325e-10,POS,True
Cameroon,CMR,0.32437263354242246,0.07502626228893343,POS,False
Canada,CAN,0.47148943445702,0.00741688710667709,POS,True
Central African Republic,CAF,-0.5135449757115692,0.0031289749816307043,NEG,True
Chile,CHL,-0.3205354979157489,0.07873930018152048,NEG,False
China,CHN,-0.8243649218233781,1.1952942445500154e-08,NEG,True
Colombia,COL,-0.5957251877345339,0.0004064365916063044,NEG,True
Comoros,COM,-0.24342703411428862,0.18696844336107266,NEG,False
"Congo, Rep.",COG,-0.5337054802717469,0.001987764844687196,NEG,True
Costa Rica,CRI,-0.5849330971431653,0.0005481886170678696,NEG,True
Cote d'Ivoire,CIV,-0.35996092463819435,0.046694651140541325,NEG,True
Croatia,HRV,-0.4447548269165962,0.012179467730337639,NEG,True
Cuba,CUB,-0.18354336939393456,0.3229760555688285,NEG,False
Cyprus,CYP,-0.18065225450332228,0.3307878392502496,NEG,False
Czech Republic,CZE,0.5690741011466225,0.0008353117812397474,POS,True
Denmark,DNK,0.6102446059685297,0.00026714236285652304,POS,True
Djibouti,DJI,,,NO,False
Dominica,DMA,-0.39958624392174713,0.025942143187226104,NEG,True
Dominican Republic,DOM,0.646957255361456,8.389965434352625e-05,POS,True
Ecuador,ECU,-0.34747383664091364,0.0554528077871521,NEG,False
"Egypt, Arab Rep.",EGY,0.8201008194821425,1.6438047571371626e-08,POS,True
El Salvador,SLV,-0.8254180803673169,1.1033920445732491e-08,NEG,True
Eritrea,ERI,-0.19424271728789735,0.2950678988149729,NEG,False
Estonia,EST,0.017176228068610827,0.9269286104477786,POS,False
Eswatini,SWZ,0.043208418094065455,0.8174735510713463,POS,False
Ethiopia,ETH,0.6795342407910007,2.622784329774085e-05,POS,True
Fiji,FJI,-0.01491286276470985,0.9365367336885194,NEG,False
Finland,FIN,-0.37967236419943345,0.03514653616839144,NEG,True
France,FRA,-0.09276209648543304,0.6196646552687863,NEG,False
Gabon,GAB,0.2252643440394193,0.22306717477479654,POS,False
"Gambia, The",GMB,0.13120154034742917,0.4817253590063319,POS,False
Georgia,GEO,0.09435233045490751,0.6136486018845857,POS,False
Germany,DEU,-0.425373814753056,0.017050441441735724,NEG,True
Ghana,GHA,-0.4793628283104968,0.006361091048098471,NEG,True
Greece,GRC,-0.0028262895642351387,0.9879608194508168,NEG,False
Grenada,GRD,-0.40668017172352194,0.023184259043108783,NEG,True
Guatemala,GTM,-0.6943025911717498,1.4741945093887028e-05,NEG,True
Guinea,GIN,-0.3679828119293935,0.04167610405912078,NEG,True
Guinea-Bissau,GNB,0.8191609769318267,1.761424565594307e-08,POS,True
Guyana,GUY,-0.7893943941470705,1.306584691883258e-07,NEG,True
Haiti,HTI,-0.3479889704360156,0.05506757891711289,NEG,False
Honduras,HND,-0.76626279075857,5.036153897609657e-07,NEG,True
Hungary,HUN,0.5988693428371141,0.00037176323706337533,POS,True
Iceland,ISL,-0.13623488519502092,0.4649193786514453,NEG,False
India,IND,-0.6536781595796148,6.675053406055198e-05,NEG,True
Indonesia,IDN,0.8742424959119768,1.3193399891834501e-10,POS,True
"Iran, Islamic Rep.",IRN,0.6300736515522367,0.00014555265543442046,POS,True
Iraq,IRQ,-0.6886402588956217,1.8458231793105277e-05,NEG,True
Ireland,IRL,-0.7520806702648631,1.0704588074743972e-06,NEG,True
Israel,ISR,-0.8462316795789421,2.0175784254868073e-09,NEG,True
Italy,ITA,-0.8921431408786759,1.6038479623737184e-11,NEG,True
Jamaica,JAM,-0.4356152070483006,0.014306751102190148,NEG,True
Japan,JPN,-0.42255095664800957,0.01787918955735134,NEG,True
Jordan,JOR,0.015500264734012174,0.9340422813794956,POS,False
Kazakhstan,KAZ,-0.06326269916644867,0.7352908240348612,NEG,False
Kenya,KEN,-0.3026591618190542,0.0979325083805408,NEG,False
Kiribati,KIR,-0.49927939814097866,0.004244206095421309,NEG,True
"Korea, Rep.",KOR,-0.8395896384090776,3.5609325713817817e-09,NEG,True
Kuwait,KWT,0.2968985005911292,0.10481598385448065,POS,False
Kyrgyz Republic,KGZ,0.26807370292129795,0.14481936754202834,POS,False
Lao PDR,LAO,-0.47274938553406753,0.007238559487517084,NEG,True
Latvia,LVA,-0.15698386975752662,0.399016996597664,NEG,False
Lebanon,LBN,0.3352122107997533,0.06526629575427566,POS,False
Lesotho,LSO,0.39995522669948447,0.025792363714643645,POS,True
Libya,LBY,0.49451481954791604,0.004685760935809778,POS,True
Lithuania,LTU,0.5917798796205185,0.0004539680248034537,POS,True
Luxembourg,LUX,-0.2561618679087891,0.1642331845505929,NEG,False
Madagascar,MDG,-0.5938227237156607,0.00042877743624609245,NEG,True
Malawi,MWI,-0.06112573298406675,0.7439299307613344,NEG,False
Malaysia,MYS,0.27041330539999175,0.1412108504589332,POS,False
Maldives,MDV,0.721498668499858,4.648292172915287e-06,POS,True
Mali,MLI,-0.13990826879952728,0.4528521030213423,NEG,False
Malta,MLT,-0.4835165559926315,0.005857672116876914,NEG,True
Mauritania,MRT,0.7935275300334683,1.0087894418549713e-07,POS,True
Mauritius,MUS,0.5901487905304749,0.00047501018154237667,POS,True
Mexico,MEX,-0.40623091959943924,0.023351447588005825,NEG,True
"Micronesia, Fed. Sts.",FSM,0.4594940596527861,0.009309668667696419,POS,True
Moldova,MDA,0.21543095844752413,0.24446177704540611,POS,False
Mongolia,MNG,-0.5104137059788122,0.0033492434817439434,NEG,True
Montenegro,MNE,0.5480934698371847,0.0014130692146365,POS,True
Morocco,MAR,-0.6793809379914049,2.6380664177157603e-05,NEG,True
Mozambique,MOZ,-0.6505258972903237,7.435842490601263e-05,NEG,True
Myanmar,MMR,-0.6104595150517991,0.00026544740233897467,NEG,True
Namibia,NAM,-0.23155883369571115,0.21005907970775853,NEG,False
Nepal,NPL,0.7487878081520998,1.2662593309428242e-06,POS,True
Netherlands,NLD,-0.36728460350563413,0.04209494741591956,NEG,True
New Zealand,NZL,0.5820871514363515,0.0005921666083976523,POS,True
Nicaragua,NIC,-0.47032024343934825,0.00758569181429334,NEG,True
Niger,NER,0.1490599365689385,0.4235305095090412,POS,False
Nigeria,NGA,0.2716056163131135,0.1393972556859296,POS,False
North Macedonia,MKD,0.6781446929745113,2.764258810677867e-05,POS,True
Norway,NOR,0.060554427056898126,0.7462447778589888,POS,False
Oman,OMN,-0.18110846777630876,0.3295475227989587,NEG,False
Pakistan,PAK,0.8777498320997059,8.962035833187407e-11,POS,True
Palau,PLW,-0.18308309777365422,0.3242120195216705,NEG,False
Panama,PAN,-0.8138527402472184,2.5835443731994248e-08,NEG,True
Papua New Guinea,PNG,-0.25854731318051055,0.16020417939855583,NEG,False
