Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ecuador,ECU,Rural land area (sq. km),AG.LND.TOTL.RU.K2,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344,244458.2344
"Egypt, Arab Rep.",EGY,Rural land area (sq. km),AG.LND.TOTL.RU.K2,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875,951268.875
Euro area,EMU,Rural land area (sq. km),AG.LND.TOTL.RU.K2,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394,2175027.394
Eritrea,ERI,Rural land area (sq. km),AG.LND.TOTL.RU.K2,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281,122239.8281
Spain,ESP,Rural land area (sq. km),AG.LND.TOTL.RU.K2,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438,432138.3438
Estonia,EST,Rural land area (sq. km),AG.LND.TOTL.RU.K2,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109,40498.62109
Ethiopia,ETH,Rural land area (sq. km),AG.LND.TOTL.RU.K2,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375,1117893.375
European Union,EUU,Rural land area (sq. km),AG.LND.TOTL.RU.K2,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808,3250324.808
Fragile and conflict affected situations,FCS,Rural land area (sq. km),AG.LND.TOTL.RU.K2,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94,15043404.94
Finland,FIN,Rural land area (sq. km),AG.LND.TOTL.RU.K2,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813,289666.2813
Fiji,FJI,Rural land area (sq. km),AG.LND.TOTL.RU.K2,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379,17199.44379
France,FRA,Rural land area (sq. km),AG.LND.TOTL.RU.K2,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938,457993.5938
Faroe Islands,FRO,Rural land area (sq. km),AG.LND.TOTL.RU.K2,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396,1379.931396
"Micronesia, Fed. Sts.",FSM,Rural land area (sq. km),AG.LND.TOTL.RU.K2,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482,517.3094482
Gabon,GAB,Rural land area (sq. km),AG.LND.TOTL.RU.K2,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75,261381.75
United Kingdom,GBR,Rural land area (sq. km),AG.LND.TOTL.RU.K2,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219,183648.9219
Georgia,GEO,Rural land area (sq. km),AG.LND.TOTL.RU.K2,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484,64912.71484
Ghana,GHA,Rural land area (sq. km),AG.LND.TOTL.RU.K2,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844,224697.4844
Gibraltar,GIB,Rural land area (sq. km),AG.LND.TOTL.RU.K2,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908,2.264643908
Guinea,GIN,Rural land area (sq. km),AG.LND.TOTL.RU.K2,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875,243431.1875
"Gambia, The",GMB,Rural land area (sq. km),AG.LND.TOTL.RU.K2,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305,10461.87305
Guinea-Bissau,GNB,Rural land area (sq. km),AG.LND.TOTL.RU.K2,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922,33629.69922
Equatorial Guinea,GNQ,Rural land area (sq. km),AG.LND.TOTL.RU.K2,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797,26800.91797
Greece,GRC,Rural land area (sq. km),AG.LND.TOTL.RU.K2,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781,112653.5781
Grenada,GRD,Rural land area (sq. km),AG.LND.TOTL.RU.K2,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182,153.5099182
Greenland,GRL,Rural land area (sq. km),AG.LND.TOTL.RU.K2,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938,242639.5938
Guatemala,GTM,Rural land area (sq. km),AG.LND.TOTL.RU.K2,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359,103568.3359
Guam,GUM,Rural land area (sq. km),AG.LND.TOTL.RU.K2,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503,33.10237503
Guyana,GUY,Rural land area (sq. km),AG.LND.TOTL.RU.K2,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219,207343.4219
High income,HIC,Rural land area (sq. km),AG.LND.TOTL.RU.K2,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71,32909724.71
"Hong Kong SAR, China",HKG,Rural land area (sq. km),AG.LND.TOTL.RU.K2,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409,231.1713409
Honduras,HND,Rural land area (sq. km),AG.LND.TOTL.RU.K2,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781,108150.5781
Heavily indebted poor countries (HIPC),HPC,Rural land area (sq. km),AG.LND.TOTL.RU.K2,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3,13878033.3
Croatia,HRV,Rural land area (sq. km),AG.LND.TOTL.RU.K2,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031,51019.57031
