Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
South Asia,SAS,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,high,high,high,high,high
Saudi Arabia,SAU,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Sudan,SDN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Senegal,SEN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Singapore,SGP,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Solomon Islands,SLB,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Sierra Leone,SLE,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
El Salvador,SLV,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
San Marino,SMR,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Somalia,SOM,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Serbia,SRB,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Sub-Saharan Africa (excluding high income),SSA,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,average,average,average,average,average,average,average,average,average,average
South Sudan,SSD,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Sub-Saharan Africa,SSF,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,average,average,average,average,average,average,average,average,average,average
Small states,SST,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Sao Tome and Principe,STP,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Suriname,SUR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Eswatini,SWZ,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Sint Maarten (Dutch part),SXM,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Seychelles,SYC,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Syrian Arab Republic,SYR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Turks and Caicos Islands,TCA,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chad,TCD,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
East Asia & Pacific (IDA & IBRD countries),TEA,CO2 emissions (kt),EN.ATM.CO2E.KT,above_average,above_average,above_average,above_average,above_average,above_average,above_average,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
Europe & Central Asia (IDA & IBRD countries),TEC,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
Togo,TGO,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Thailand,THA,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Tajikistan,TJK,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Turkmenistan,TKM,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Latin America & the Caribbean (IDA & IBRD countries),TLA,CO2 emissions (kt),EN.ATM.CO2E.KT,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average
Timor-Leste,TLS,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Middle East & North Africa (IDA & IBRD countries),TMN,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average
Tonga,TON,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
South Asia (IDA & IBRD),TSA,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,high,high,high,high,high
Sub-Saharan Africa (IDA & IBRD countries),TSS,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,average,average,average,average,average,average,average,average,average,average
Trinidad and Tobago,TTO,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Tunisia,TUN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Turkey,TUR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Tuvalu,TUV,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Tanzania,TZA,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Uganda,UGA,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Ukraine,UKR,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,low,low,low,low,low,low
Upper middle income,UMC,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
Uruguay,URY,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
United States,USA,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
Uzbekistan,UZB,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
St. Vincent and the Grenadines,VCT,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
"Venezuela, RB",VEN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
British Virgin Islands,VGB,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Virgin Islands (U.S.),VIR,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Vietnam,VNM,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average
Vanuatu,VUT,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
World,WLD,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
Samoa,WSM,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Kosovo,XKX,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"Yemen, Rep.",YEM,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Zambia,ZMB,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Zimbabwe,ZWE,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
