Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
IDA & IBRD total,IBT,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
IDA total,IDA,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,average,average,average,average,average,average,average,average,average,average
IDA blend,IDB,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
IDA only,IDX,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Isle of Man,IMN,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,high,high,high
Not classified,INX,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
"Iran, Islamic Rep.",IRN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Iraq,IRQ,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Iceland,ISL,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Israel,ISR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Jamaica,JAM,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Jordan,JOR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Japan,JPN,CO2 emissions (kt),EN.ATM.CO2E.KT,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average
Kazakhstan,KAZ,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,low,below_average,below_average,below_average,below_average,low,low,below_average,below_average,below_average,below_average,below_average
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Kyrgyz Republic,KGZ,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Cambodia,KHM,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Kiribati,KIR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
St. Kitts and Nevis,KNA,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
"Korea, Rep.",KOR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Kuwait,KWT,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (kt),EN.ATM.CO2E.KT,average,average,average,below_average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average
Lao PDR,LAO,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Lebanon,LBN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Liberia,LBR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Libya,LBY,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
St. Lucia,LCA,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Latin America & Caribbean,LCN,CO2 emissions (kt),EN.ATM.CO2E.KT,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average
Least developed countries: UN classification,LDC,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Low income,LIC,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,below_average,below_average,below_average,below_average,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,low,low,low,low,low,low,low,low,low,low,low,low
Liechtenstein,LIE,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Sri Lanka,LKA,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Lower middle income,LMC,CO2 emissions (kt),EN.ATM.CO2E.KT,average,average,average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
Low & middle income,LMY,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
Lesotho,LSO,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Late-demographic dividend,LTE,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
"Macao SAR, China",MAC,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
St. Martin (French part),MAF,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Morocco,MAR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Monaco,MCO,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Moldova,MDA,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Madagascar,MDG,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Maldives,MDV,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Middle East & North Africa,MEA,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,above_average,high,high,high,high,high,high,high
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Marshall Islands,MHL,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Middle income,MIC,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
North Macedonia,MKD,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Mali,MLI,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Myanmar,MMR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Middle East & North Africa (excluding high income),MNA,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average,average
Montenegro,MNE,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Mongolia,MNG,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Northern Mariana Islands,MNP,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mozambique,MOZ,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Mauritania,MRT,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Mauritius,MUS,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Malawi,MWI,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Malaysia,MYS,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
North America,NAC,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
Namibia,NAM,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
New Caledonia,NCL,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Niger,NER,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Nigeria,NGA,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Nepal,NPL,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Nauru,NRU,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
New Zealand,NZL,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
OECD members,OED,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
Oman,OMN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Other small states,OSS,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Panama,PAN,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Peru,PER,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Philippines,PHL,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Palau,PLW,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Papua New Guinea,PNG,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Pre-demographic dividend,PRE,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average,below_average
Puerto Rico,PRI,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"Korea, Dem. People's Rep.",PRK,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,below_average,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Paraguay,PRY,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
West Bank and Gaza,PSE,CO2 emissions (kt),EN.ATM.CO2E.KT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Pacific island small states,PSS,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Post-demographic dividend,PST,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high
French Polynesia,PYF,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Qatar,QAT,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,below_average,below_average,below_average,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
Russian Federation,RUS,CO2 emissions (kt),EN.ATM.CO2E.KT,high,high,high,high,high,high,high,high,high,high,above_average,above_average,above_average,above_average,above_average,average,average,average,average,average,average,average,average,average,average,average,average,average,above_average,average,average,above_average,above_average,above_average,average,average,average,average,average,average,average
Rwanda,RWA,CO2 emissions (kt),EN.ATM.CO2E.KT,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
